	topic	sentiment	tweets	time
407	4	+	@glacier_clear My family does that from time to time. Takes a bit of getting used to but it's good. Gotta keep my dad away from making it though: covid broke his tastebuds so he'd end up adding way too much lemon cuz he can't taste it properly.	2021-11-25 18:45:32+00:00
408	3	-	"@mandajbr @SteveBuick2 Yeah, it's weird that signed forms don't exist for Covid, but they do for every other vaccine. 🤔"	2021-11-25 18:38:39+00:00
409	2	-	@DailyHiveVan This is not the truth I just read this I have a PhD in health care and I know 17 people like myself who lost there jobs because of lack of funds reason is COVID-19 because if something is related to covid the hospital will get more funding and I don’t like to make untrue document	2021-11-25 18:33:44+00:00
410	5	-	@CTVVancouver No what he really wants is extra money 💰 that he can steal away from the hard working people of Vancouver. He has shown no support for small business during covid. I think his wife wants a new boat 🚤 that’s why we are going to have to pay more money 💰	2021-11-25 18:23:54+00:00
411	4	n	"Having a Friendsgiving in Canada… then tomorrow we are heading to Drumheller, and Saturday we are headed back to Brooklyn! 

Covid test done— packing has commenced 😞"	2021-11-25 18:20:00+00:00
412	5	n	@Steigerworld @TheTorontoSun @joe_warmington When Covid meets business 💰 🦠	2021-11-25 18:11:30+00:00
413	4	n	"@HolyCowCanoe @JanieFF @RickBonnette1 @CouncilorLawlor @MoyaJohnsonHH @gta_west_ebikr I should point out that thru covid, the feature has been a godsend. Instant distancing in 10' boat. Access to water, nature. Not same without HCC tho."	2021-11-25 18:07:49+00:00
414	4	-	covid precautions are to REDUCE the spread idk what’s not clicking with y’all it’s been two years	2021-11-25 18:07:36+00:00
415	2	n	"@aaronhoyland Saskatchewan has figured out the permission slip phenomenon.  My daughter received an email from the school, and responded with her permission.  My granddaughter will receive the vaccine, at school, next week."	2021-11-25 17:50:13+00:00
416	3	-	@GlobalNational ask @erinotoole why he keeps lying about a coalition? There isn't one! Release vaccine # of your MP #lies #cndpoli	2021-11-25 17:39:10+00:00
417	4	-	"@JeanniePrinsen Yikes. :( COVID times make a hello and how are you even more important. 

So many lonely, scared, or stressed out people in the last year

I do CS and I can tell you that a smile and a friendly hello really goes a long way. “Thank you miss, I haven’t talked to a soul in 3 months”"	2021-11-25 17:38:33+00:00
418	2	-	@Tanage @tammyrobert We only need to see the Fully Vaccinated designation. I have been asked to show what type of vaccine I received. People are frustrated and I get it.	2021-11-25 17:37:56+00:00
419	4	+	Off Twitter for the rest of the day….. football baby football. Covid is over.	2021-11-25 17:32:03+00:00
420	2	n	No covid Test for trips within 72 hours….bless up🙏🏾	2021-11-25 17:24:05+00:00
421	3	+	"@BillyArmagh I got mine yesterday. It's actually 165 days after your last AZ shot. We had two AZ shots, and yesterday received Pfizer. Anyone with two AZ shots can get the third shot now."	2021-11-25 17:16:34+00:00
422	2	n	@Superno_1111 So…the ‘vaccine passport’ is essentially both a ‘license to spread’ and a ‘passport for the newly unvaccinated’?	2021-11-25 17:13:28+00:00
423	3	-	@kanvck @richardzussman Or suffering with shingles for a MONTH..me had pfizer triggered🤔😪😪	2021-11-25 16:51:43+00:00
424	3	n	"I went to go visit my old professor at Dal. Just to say hello and see how he is still making out in Canada (he is from the USA) we chatted for about 5 minutes about the vaccine &amp; then he goes “okay what can I do for you, what do you need from me?”
I said “nothing”? Just saying hi"	2021-11-25 16:42:53+00:00
425	2	+	"@AlexGrenier @adam_greenblatt @RonanDLevy @fieldtriphealth @michaelpollan Anything that's hasn't been proven in a double blind clinical trial to prevent covid is fucking misinformation bro!  Vitamin D is dangerous we can't advise people to take that for an infectious disease, what would our pharma overlords think?"	2021-11-25 16:28:43+00:00
426	2	-	"@bruce_arthur Someone should probably explain to this MP that even if you’re vaccinated, you can still shed virus and contract covid-19. Maybe he should be asking about changes to the ventilation and air quality inside the HOC."	2021-11-25 16:20:33+00:00
427	4	+	"@RM_Transit But I'd be lying if I said I didn't foresee this happening. Covid and it's resulting reduction in ridership probably helped defer the major problems from occurring sooner.

The track at the Rideau(-uOtt) curve already needs replacing. Where else does track wear out so quickly!?"	2021-11-25 15:54:00+00:00
428	1	-	"“… a total of 8,355 unvaccinated individuals under the age of 60 have ended up in hospital with COVID-19 over the same time-period and 1,722 of them have required treatment in the ICU.”"	2021-11-25 15:50:26+00:00
429	1	+	"“In fact, over the last year there have been just 83 people under the age of 60 who have ended up in hospital with a breakthrough case of COVID-19. Of those individuals, just 9 of them have required treatment in an intensive care unit.

As a point of comparison…”"	2021-11-25 15:50:25+00:00
430	4	n	"A person slips on ice. A reporter blames it on clumsiness, road maintenance or carelessness. No investigation of foot ware, chance or other mitigating facts. Cyclical climate changes, Covid  or weather, it’s not about in-depth reporting, only who can sensationalize it the most."	2021-11-25 15:50:00+00:00
431	3	+	Words cannot express my level of gratitude for fully-vaccinated people who take it upon themselves to self-isolate after an exposure to covid even though they’re not required to.	2021-11-25 15:28:56+00:00
432	2	+	"@cbcasithappens @caroloffcbc I LIKE THIS POLICY:

So we really felt that going the hard-line approach of the vaccine or nothing was a little too much,"" he said. #IStandwithChapmans"	2021-11-25 15:19:01+00:00
433	1	n	"@MurphysLaw74 @TheRealSly47 @PierreVLeBrun Not just covid, the renewed focus on China's human rights record in light of the Peng Shuai story could tip the scales too if the global outcry continues to grow."	2021-11-25 15:17:45+00:00
434	3	+	"@_Mykee_ @Gilead51106066 @AndrewCRMartin @mangotangomovie @michaelpbreton How about do the survival rate taking into consideration the risk of even getting covid in the first place, versus taking on the risk when deliberately getting the jab."	2021-11-25 15:15:02+00:00
435	4	-	"Yesterday I found out that someone that I care about, respect, and have sought advice from has tested positive for COVID, he is not doing well.

Based on his comments and family it is highly unlikely that he is vaccinated.

Please pray for M.P."	2021-11-25 15:07:33+00:00
436	3	-	"@iamnotaname1 @MaggieRicker @Limbictweets @placentadoc You obviously have no idea how many pregnant women have been vaccinated. Real world data. The evidence is overwhelming. Not to mention the rate of miscarriages, stillbirths and maternal morbidity due to Covid infection."	2021-11-25 14:56:20+00:00
437	4	n	"So I just found a pic of myself pre covid/leg injury and uh, wow."	2021-11-25 14:47:57+00:00
438	4	-	"@TorontoStar Pls stop calling them ""breakthrough cases.""  THEY'RE JUST CASES ⚠

Fact:  Vaccinated people can get and spread Covid... the same as the unvaccinated.  💯"	2021-11-25 14:07:07+00:00
439	4	-	"@MattyRup Don't see it stopping anytime soon. The virus is not the issue, its hospital beds. Universal Health Care in this country thought they were ready for anything. CoVid showed them they are not and the system has real limitations."	2021-11-25 13:55:19+00:00
440	3	+	@Emanool: “The risk of with holding the vaccine is often greater” Thanks Eman for the great presentation! Get vaccinated! 💉	2021-11-25 13:41:49+00:00
441	3	-	"@cynthial3 @CP24 The vaccine is waning it's effectiveness, those that took the vaccine more than 6 months ago are no longer immune"	2021-11-25 13:41:06+00:00
442	3	+	"The incidence of anaphylaxis following COVID-19 vaccination is LOW! ~7 cases per million, with no mortality ✅"	2021-11-25 13:35:02+00:00
443	5	-	"We’l be hitting 10k dead of COVID in Ontario very soon. I wonder if Drug Fraud and company have some big announcement for some program to buy our distraction with our tax dollars, in an effort to control the news cycle on the day it happens? #onpoli"	2021-11-25 13:31:56+00:00
444	3	+	@Emanool: “Most vaccine adverse reactions are not allergic in nature”. There’s are a number of mimics of vaccine allergy!	2021-11-25 13:30:06+00:00
445			@bangtansbratx Here's hoping things stay good for covid. Either we go there which my dad will have to come get us and I find someone to feed cats or they come here.	2021-11-25 13:10:09+00:00
446	4	-	"@Triped67 @NoahIvers I think the communications on everything has been terrible, but we have to remember there’s no Pandemic Handbook For Dummies. Also keep in mind that Delta and variants change things — just like they do with the flu vaccine, which is different every year."	2021-11-25 13:01:22+00:00
447	3	n	"Absolute zero is a scientific concept to describe a thermodynamic state.

It is also a very accurate quantification of the number of fucks I give about your opinion on the COVID vaccine either way."	2021-11-25 12:53:56+00:00
448	4	-	"@Chapmans_Canada @YourMorning Dear Chapman’s, CTV you’d morning just aired a clip about your employees less than 100% cooperation with becoming vaccinated. As an un-vaxxed Canadian I’m curious. How long does it take the COVID contagion to reach your customer, and what’s at issue?"	2021-11-25 12:37:09+00:00
449	1	+	"@TimEdwardsZero4 Makes perfect sense, everyone who gets COVID has a small chance of creating a much worse variant. Now when you are talking many millions of infections you can imagine the statistical chances."	2021-11-25 11:32:58+00:00
450	3	n	"@Iamokorie Scan your Covid vaccine record with ur iPhone camera and follow the instructions. When done, your covid record automatically pops up when u double click the power button"	2021-11-25 11:22:32+00:00
451	3	-	"@CTVNews I've read numerous stories about pregnant women with COVID who are on ventilators and are not lucid. Their babies were born C-section. Most died and never got to hold their baby.
#GetVaccinated"	2021-11-25 08:34:51+00:00
452	3	+	"Sad to hear that until someone close to you or a neighbour gets hospitalized with Covid -19, that you become scared and get vaccinated.  Should just do it so you are not that person close to someone or their neighbour! #GetVaxxed #boostershot #igotminenowyougetyours"	2021-11-25 08:11:59+00:00
453	4	+	@GavinHoward42 I will till Covid is gone. Or till the infection is so low no one dies from it.	2021-11-25 07:55:31+00:00
454	2	-	@KimRiel1 @hudsonsbay Kim prob should note ship to your ma and pa. I believe sorry for the wording  “ shut down everything covid can travel if u like a spamp”.	2021-11-25 07:53:00+00:00
455	3	+	@famalee83 The UCP thinks it's dangerous to have covid vaccinations in schools. But it's not. It would be no different on how the vaccinations are run now. Consent MUST be provided by the parent in order to provide a vaccination. The entire UCP party has 1 collective braincell.	2021-11-25 06:22:42+00:00
456	4	-	"@DanAlbas So wave your magic wand and fix international trade, climate change, and COVID-19. Supply chain. Hellloooo!

But no - your party is too dim to figure out anything constructive."	2021-11-25 05:45:37+00:00
457	5	-	@Derek_O @Jeremy_W99 Yeah I couldnt remember who he got dealt to butbI do remember months before Covid shut everything down he asked for a trade.  I think he got loaned to a team in Sweden while they tried to accommodate his trade request	2021-11-25 05:27:38+00:00
458	2	-	I wish that all the provinces could sync our overwhelming Covid case surges so I can plan.	2021-11-25 04:57:24+00:00
